y_process1_smallT,y_process2_smallT,y_process3_smallT,y_process4_smallT
-2.219256185512109,-0.015674088741618686,0.9111679736876772,0.14187671532713766
-2.8984293265215757,-0.7283703666856938,1.659602326668716,0.022123037434399737
0.9029552992303289,-1.1113856815771173,0.9400227514351491,-0.010039698956528769
0.03690823558698231,-0.6052338519527597,2.864255686765401,1.8077467704899217
-0.3932410210603421,0.360093645361755,1.9621253622180157,1.2948220678989966
0.137098777155778,0.1251995374898755,0.0027179148205666026,-0.18768710070838723
-0.8821539872026012,1.2342188174449593,0.8763102652323358,-0.13872643120792919
1.261419506694793,1.1813551404897973,-1.323462260945163,-1.0395163298827084
0.8114642290260228,1.1457216290559031,-3.7252176057716087,1.2899389490710433
-3.5914388029549307,-0.5428743103506504,-0.11384533343336734,0.18799714326220845
-2.468369391781181,-0.5959670794722558,-1.4735571334929385,0.7104581799871159
-0.15160538742183638,-3.293107955138777,0.9339375894075159,1.3116276671186946
-0.2322670963453774,-3.4996280422678128,2.3155767776975855,-1.5122899669271204
-0.9395375605861954,-4.269278933363301,1.3564391398748001,0.035430517270215955
-2.7840140996412424,-2.0619337758727974,1.663401334626994,-1.3074478062223596
-1.0518125654379284,-1.5231016819853707,0.420432469986752,0.1664869186370459
-1.0726292753537958,-0.6131612436558656,0.08305809209036094,0.7850262513027242
-1.1572884019421368,-1.3284895866926716,1.350547451429349,0.3137931277800029
-1.098694520362645,-0.20357593870736568,-1.6941080068578334,0.8913797858474006
-0.5687808558732925,-0.38815007478941155,0.2549386917874146,0.23538558508963306
0.7985260137710095,-2.242833953088803,-1.8841650856606744,0.2807438927496707
1.52001118409306,-2.5689697943976446,-2.2457231603966665,-0.9244451903024915
1.4421531039093387,-1.5561081505622942,-0.8637978925996858,-0.6609787880171069
1.619044168333696,-2.961614743595562,-2.7089270757289863,-0.051397868584704576
0.6719138208382934,-3.2922529741046342,-0.5545015588086452,-0.17621854481390092
-0.7839833617286803,-3.2854755096715142,-1.5183525821164223,1.803250232956136
-1.5105389401645737,-3.9466610856971545,-1.908112943417735,0.33974211523804365
-1.8560999652150239,-2.650416831359646,1.1977408668760894,-0.3816561647382036
0.13570873939058536,-3.7768349312862712,1.8539756364600284,-1.0539176071350729
1.0594416564230988,-3.503901683862764,1.5462870351228475,0.21574869065784064
-0.7765111607937392,-0.573002776981371,1.7373841084159807,0.4623359984457547
0.15625635451326714,1.1387999262540442,1.876227077915127,2.2864487335026156
2.150867944331508,0.7841841940514909,1.9104589058032906,2.7584258588720525
1.092121103221448,-0.3041776956118576,0.6965232776125779,1.2942989580103654
-1.597987464105349,0.6575605826831166,2.4991948134259427,3.1592654801577087
0.2607695481473713,-1.119140594050011,1.1349922416132239,0.12481429581509573
