y1_largeT,y2_largeT,y3_largeT,y4_largeT
0.21640878454879303,-0.9189748326634303,-0.15880843363321934,1.8638010621325043
0.1250751874096459,-1.082347645725823,-0.4815346144545042,0.9591761605418179
0.4959969503481425,-1.8139499473390153,-1.718288166510133,-1.0345739992184748
-3.8647654379305796,-3.3538625740646086,-2.6421670977611904,-1.5825639814499028
4.186166665840413,-7.005319842348531,-2.1101002577115477,-1.6736426648451672
-1.7088263206168195,-10.756797540005863,-3.3429174632856813,-3.0053308155511216
1.9480510234694184,-15.922467523053896,-4.766702916532229,-4.42592079153051
-1.448871160996988,-22.01245247187966,-3.836194933214923,-4.357175867599915
0.5909443258536307,-27.32047020045257,-3.5435868555974395,-4.751929627442315
-1.0732969248217965,-32.30874160700071,-2.674394134717094,-5.777999396650988
-0.10128272500203511,-37.70277013494315,-0.6665826523733405,-4.64186705957964
0.22636808739834413,-44.21833120454335,1.6303019153539362,-3.8651807724467084
1.1182614674187137,-51.8236855730568,2.985790170277535,-3.381438259519182
-0.26064801627859424,-57.90579452398132,4.26146006123693,-2.3213070769302493
-1.8546290350257857,-63.28263839444901,7.912733916821457,-1.5916725690861155
2.85337574659706,-69.40375037816695,12.8779101097182,-0.2857867344088143
-1.633184937224484,-76.67549728454098,18.193562087071445,0.6186897871796205
-0.8465553307771491,-82.88753568238147,22.774830357637263,2.7968598575138834
1.8616715933127148,-89.53091908116464,25.71305037398466,3.225525845592429
-0.5782460065337619,-95.31323668391401,28.078890938464784,3.6074295268561327
-1.148486094977006,-99.85586715398867,30.887954782643483,3.860860452829434
-0.7128658480703987,-105.29228752360754,34.73697769521086,3.2740867916650274
2.2716762119168465,-109.9401236680967,40.062215909896906,2.7028886932299883
-1.1040934115683327,-113.1787585747886,43.870281027437755,1.803902045159099
0.924955240889243,-114.2624236148434,46.66596040899917,1.622462860534133
-0.035964906706373645,-115.07977941152262,49.62226197532308,2.599783885616196
1.2944489808123336,-117.78236885642733,51.16576404823748,3.0227312675435543
-0.860877367479719,-120.20239868891873,50.73410481372624,3.6552819582710225
-1.1506192260930037,-122.65581867273906,50.93922668023009,4.285274798807061
0.2651336670987563,-123.83716456432067,52.52557974386591,4.227257521860721
0.3985931393829897,-124.4675849377356,53.81671465532768,3.6789694010242924
1.4139526421755118,-125.17147494907144,55.38933908222737,3.099832404705173
-3.760246127992511,-126.01730079535237,57.17224139579383,0.5031188038287788
-0.33835069504149984,-125.15718249688379,56.691714898898645,0.9555472644431022
2.5044922195974317,-123.5685582328983,54.054643863503046,1.4617745881899857
0.6913825516323857,-123.31146783420932,53.0038059662716,1.220774465176028
-1.289369042885508,-122.4624733803747,53.80615935479549,-0.1547748545335863
0.27381668534423464,-122.6261273207432,55.84426714781784,1.0677270456327805
-0.9722835354197445,-123.14661205044953,58.05207639200262,1.3740166277857528
-0.10574888636989432,-123.63397315924007,58.149580231588345,1.207640202367961
2.8081153847320186,-123.30562331215938,58.27363777708248,1.564956753643503
-2.0221060525022203,-124.32204194718443,59.01523596581248,2.5546084866235117
2.197980049204285,-125.06898827930675,57.72577480546656,2.259293970011811
-2.654794612966546,-125.6524150970356,56.33637494215527,3.104723626267246
0.5008803122214284,-125.60974996115237,57.031654506564344,3.5800098664760744
1.81656519369138,-124.11360936274663,58.5846575392944,5.017751851691947
-2.422923690756571,-124.9158596469671,59.113843101335846,5.592288425655801
