y_process1_largeT,y_process2_largeT,y_process3_largeT,y_process4_largeT
-1.86902603796757,0.7326798371942665,1.3513211076079823,-1.1290428906726961
0.6413214295464852,-1.0874343832140103,1.1381027491981552,-0.44641820380312064
2.662653589589076,1.0232220687070064,0.8924216231828177,-0.3245693165868538
1.7186190908837709,0.8255443150175616,0.9756481577567616,-0.1381312732999665
1.5416608425792147,-0.9373587062399964,0.5291124788441572,0.557506919838334
1.5374952639705892,1.004124801659734,-1.2197233554631648,0.6051358047098241
-0.5886167937582772,0.4987147861526019,-4.125718924445819,-0.6134337559559508
0.006084051692002712,1.1088920009232064,-4.727136567834282,-2.818710309876769
0.08207108519126166,0.3044269398318847,-5.371792572198649,-1.700119536734827
0.6060194986401803,2.2841244813733423,-4.589410720751749,0.8438867445303393
-0.46421957475648323,2.179265613738737,-4.207973890603009,2.1699823945317203
-1.773450360421939,-0.4246050401185657,-4.705959319859878,0.5256672027451059
-0.2264638037710479,1.020549232526893,-4.338396386832699,0.0008393256219973444
0.6090240303776817,0.6319085799815569,-1.9821919026394503,1.179815253280951
-0.4061699657791429,-1.1218733375202303,-0.4023869711209087,1.0665350250574046
-1.3283823046300334,-0.34960138153827003,-0.19037359035616747,-0.18264981615806342
-0.889877645616872,-0.5018521186273748,1.5611217046148345,0.02589292126342746
0.9504703742075712,-0.19018980008706615,2.730262542884336,-0.35602586240301837
0.6064911233973718,-0.8527767067280403,3.085326806587776,-0.13081724654887045
-0.2485519451609038,-0.1908474787187215,3.7882206762245656,-1.673342856671369
-0.8568152704914964,-0.450772820308843,2.198514792499961,-1.1063015294282614
0.1679864109345523,-0.8626976128887465,3.26809691412306,0.15076819437519057
-1.4998314154023313,-0.6510704987215986,3.0661256762134905,-2.242061194646224
1.986488894453296,-1.7600997171996013,3.2594676466399033,-0.5953749221493629
-0.7881537283877431,-0.16636113064881752,2.0717003440153214,-0.04962363006378079
-0.31569626894616576,-1.0262541876219313,0.1054356459648309,0.7577051048421356
0.6191211325778188,-1.9288186718875031,-1.599507639429023,1.871155104499378
0.9203420796567408,1.4704493690561926,-2.5016658210206844,0.18973997970183343
0.4059490679411262,-0.38440551805642,-2.546697851231013,0.03365269121793757
-1.2504711162391324,0.004484236834977451,-1.7999659774531953,0.0791345349198842
-1.5696383462919568,1.4839448971393072,-0.5863630962609205,-1.3711810857717799
-1.1864603523545454,-0.9298283474457938,-0.7602488005224777,-1.7225088831779096
-0.9950865005285598,1.1097201238415206,-0.5923226545720905,0.16096547395879213
0.03662976998367751,-0.04892121899891677,0.4277898655752947,0.9655647800546301
0.4054659903386756,0.6523392114706285,1.1183081348880175,0.1769110364969551
-0.4962015004298497,2.0350684158276717,0.6840158532901712,-0.04889893706584118
-0.9741151470361418,1.7870249103906706,-0.4841646056550415,-0.6468392414388079
-0.35091903790064627,1.7572721333333436,-0.9117705159251774,-1.4305882766579079
0.024908700972504444,0.5215913633812282,-2.259625419273558,-0.32682352773234224
0.3576382377242779,0.8517717907051208,-2.861417512137427,0.07867232608028563
0.11931719291799361,-0.39684102447096,-2.581791664546663,0.3578852702785793
-0.21628453472676404,-0.11562045041134833,-2.750244049551562,1.2621129517197505
-1.362546320523409,-0.08521725292877617,-3.4204688546004722,0.03673005982599309
-1.1127014459266786,0.6882940582180284,-3.3689866245283664,-0.6615790733491073
-0.5161003374419506,1.3521428354598446,-1.018667671232072,0.2399245860194021
-0.008639382817665908,0.0560411610489141,-2.5173679589799693,-0.33346214869775503
-1.7907803819489896,2.0366413124422054,-3.12328902122296,-0.9776376946860654
-2.332688287838006,1.6658476470861672,-4.737942826778929,-0.03180177019230096
-0.4870793067511243,1.9703847385153113,-3.7687816027967784,-0.16509051106439177
-0.2282061131030614,0.8476214444603621,-3.824895711613727,-0.9338290733889529
