Date,COKE,PEP
1990-01-02,12.466545104980469,4.789034843444824
1990-01-03,12.864419937133789,4.74245023727417
1990-01-04,13.195974349975586,4.695862293243408
1990-01-05,13.262283325195312,4.630643367767334
1990-01-06,,
1990-01-07,,
1990-01-08,13.262283325195312,4.714498043060303
1990-01-09,13.262283325195312,4.6492767333984375
1990-01-10,13.262283325195312,4.528153419494629
1990-01-11,12.864419937133789,4.490885257720947
1990-01-12,12.930727005004883,4.379077911376953
1990-01-13,,
1990-01-14,,
1990-01-15,12.599172592163086,4.295223236083984
1990-01-16,12.599172592163086,4.453615665435791
1990-01-17,12.599172592163086,4.453615665435791
1990-01-18,12.201300621032715,4.416347503662109
1990-01-19,12.201300621032715,4.472250461578369
1990-01-20,,
1990-01-21,,
1990-01-22,12.06867790222168,4.369760513305664
1990-01-23,11.936050415039062,4.369760513305664
1990-01-24,11.670811653137207,4.3511271476745605
1990-01-25,12.06867790222168,4.267273426055908
1990-01-26,11.538182258605957,4.174099445343018
1990-01-27,,
1990-01-28,,
1990-01-29,11.538182258605957,4.211370468139648
1990-01-30,10.875069618225098,4.192735195159912
1990-01-31,10.875069618225098,4.285905838012695
1990-02-01,10.875069618225098,4.341808795928955
1990-02-02,11.007696151733398,4.379077911376953
1990-02-03,,
1990-02-04,,
1990-02-05,11.27293872833252,4.3511271476745605
1990-02-06,11.27293872833252,4.425666332244873
1990-02-07,11.27293872833252,4.434983253479004
1990-02-08,11.670811653137207,4.472250461578369
1990-02-09,11.405559539794922,4.490885257720947
1990-02-10,,
1990-02-11,,
1990-02-12,11.803436279296875,4.481566905975342
1990-02-13,11.405559539794922,4.379077911376953
1990-02-14,11.538182258605957,4.3883957862854
1990-02-15,11.656084060668945,4.425666332244873
1990-02-16,11.790061950683594,4.3977131843566895
1990-02-17,,
1990-02-18,,
1990-02-19,,
1990-02-20,11.790061950683594,4.323176383972168
1990-02-21,11.790061950683594,4.248638153076172
1990-02-22,11.790061950683594,4.2206878662109375
1990-02-23,11.790061950683594,4.23000431060791
1990-02-24,,
1990-02-25,,
1990-02-26,11.522107124328613,4.267273426055908
1990-02-27,11.522107124328613,4.313859462738037
1990-02-28,11.522107124328613,4.360444068908691
1990-03-01,11.522107124328613,4.30454158782959
1990-03-02,11.522107124328613,4.239320278167725
1990-03-03,,
1990-03-04,,
1990-03-05,11.522107124328613,4.258151531219482
1990-03-06,11.92404556274414,4.314550876617432
1990-03-07,12.593931198120117,4.3803486824035645
1990-03-08,12.593931198120117,4.464950084686279
1990-03-09,12.325974464416504,4.408547878265381
1990-03-10,,
1990-03-11,,
1990-03-12,12.593931198120117,4.493147850036621
1990-03-13,12.593931198120117,4.464950084686279
1990-03-14,,4.4461493492126465
1990-03-15,12.593931198120117,4.464950084686279
1990-03-16,12.325974464416504,4.521345615386963
1990-03-17,,
1990-03-18,,
1990-03-19,12.727914810180664,4.643546104431152
1990-03-20,,4.624747276306152
1990-03-21,12.727914810180664,4.624747276306152
1990-03-22,12.727914810180664,4.558947563171387
1990-03-23,12.593931198120117,4.634146213531494
1990-03-24,,
1990-03-25,,
1990-03-26,12.45994758605957,4.699947834014893
1990-03-27,12.861891746520996,4.775145530700684
1990-03-28,12.861891746520996,4.803343772888184
1990-03-29,12.861891746520996,4.756345748901367
1990-03-30,12.727914810180664,4.709345817565918
1990-03-31,,
1990-04-01,,
1990-04-02,12.45994758605957,4.728144645690918
1990-04-03,12.593931198120117,4.812744617462158
1990-04-04,12.45994758605957,4.775145530700684
1990-04-05,12.45994758605957,4.793945789337158
1990-04-06,12.593931198120117,4.887943267822266
1990-04-07,,
1990-04-08,,
1990-04-09,12.45994758605957,5.000744342803955
1990-04-10,12.593931198120117,4.991341590881348
1990-04-11,12.45994758605957,5.0195417404174805
1990-04-12,12.727914810180664,5.085342884063721
1990-04-13,,
1990-04-14,,
1990-04-15,,
1990-04-16,12.45994758605957,5.0947442054748535
1990-04-17,12.45994758605957,5.0947442054748535
1990-04-18,12.45994758605957,4.991341590881348
1990-04-19,12.526944160461426,4.925540447235107
1990-04-20,12.727914810180664,4.916141510009766
1990-04-21,,
1990-04-22,,
1990-04-23,12.45994758605957,4.887943267822266
1990-04-24,12.45994758605957,4.887943267822266
1990-04-25,12.45994758605957,4.869144439697266
1990-04-26,12.058013916015625,4.897342681884766
1990-04-27,12.058013916015625,4.850344657897949
1990-04-28,,
1990-04-29,,
1990-04-30,12.325974464416504,4.981942176818848
1990-05-01,12.058013916015625,4.944344520568848
1990-05-02,12.325974464416504,5.028939723968506
1990-05-03,12.058013916015625,5.07594108581543
1990-05-04,12.45994758605957,5.132339954376221
1990-05-05,,
1990-05-06,,
1990-05-07,12.058013916015625,5.10413932800293
1990-05-08,12.45994758605957,5.0947442054748535
1990-05-09,12.45994758605957,5.047743797302246
1990-05-10,12.45994758605957,5.066540718078613
1990-05-11,12.45994758605957,5.2357378005981445
1990-05-12,,
1990-05-13,,
1990-05-14,12.45994758605957,5.216939926147461
1990-05-15,12.45994758605957,5.1699442863464355
1990-05-16,12.45994758605957,5.151140213012695
1990-05-17,12.325974464416504,5.188741207122803
1990-05-18,12.580280303955078,5.216939926147461
1990-05-19,,
1990-05-20,,
1990-05-21,12.580280303955078,5.339138031005859
1990-05-22,12.580280303955078,5.339138031005859
1990-05-23,12.3097505569458,5.404940128326416
1990-05-24,12.3097505569458,5.376739025115967
1990-05-25,12.039203643798828,5.282740116119385
1990-05-26,,
1990-05-27,,
1990-05-28,,
1990-05-29,12.3097505569458,5.404940128326416
1990-05-30,11.971564292907715,5.498937129974365
1990-05-31,12.17446517944336,5.555336952209473
1990-06-01,12.039203643798828,5.639936923980713
1990-06-02,,
1990-06-03,,
1990-06-04,12.039203643798828,5.761225700378418
1990-06-05,12.3097505569458,5.742271900177002
1990-06-06,12.039203643798828,5.6759419441223145
1990-06-07,12.445013046264648,5.619089126586914
1990-06-08,12.445013046264648,5.543285846710205
1990-06-09,,
1990-06-10,,
1990-06-11,12.039203643798828,5.53380823135376
1990-06-12,12.039203643798828,5.628570079803467
1990-06-13,12.3097505569458,5.628570079803467
1990-06-14,12.039203643798828,5.619089126586914
1990-06-15,12.039203643798828,5.609612941741943
1990-06-16,,
1990-06-17,,
1990-06-18,12.039203643798828,5.5622334480285645
1990-06-19,12.039203643798828,5.628570079803467
1990-06-20,12.039203643798828,5.6759419441223145
1990-06-21,12.039203643798828,5.704372406005859
1990-06-22,11.90392780303955,5.685417652130127
1990-06-23,,
1990-06-24,,
1990-06-25,11.90392780303955,5.619089126586914
1990-06-26,11.90392780303955,5.723320007324219
1990-06-27,11.633383750915527,5.799129962921143
1990-06-28,11.90392780303955,5.912834644317627
1990-06-29,11.76865291595459,5.8844075202941895
1990-06-30,,
1990-07-01,,
1990-07-02,11.76865291595459,5.9033589363098145
1990-07-03,11.76865291595459,5.969689846038818
1990-07-04,,
1990-07-05,11.90392780303955,5.893883228302002
1990-07-06,11.76865291595459,6.0549726486206055
1990-07-07,,
1990-07-08,,
1990-07-09,11.76865291595459,5.979162693023682
1990-07-10,12.039203643798828,5.960212230682373
1990-07-11,11.76865291595459,6.064445972442627
1990-07-12,12.039203643798828,6.064445972442627
1990-07-13,12.17446517944336,6.149729251861572
1990-07-14,,
1990-07-15,,
1990-07-16,12.17446517944336,6.2255353927612305
1990-07-17,12.17446517944336,6.29186487197876
1990-07-18,12.17446517944336,6.206579685211182
1990-07-19,12.039203643798828,6.253961086273193
1990-07-20,12.17446517944336,6.14025354385376
1990-07-21,,
1990-07-22,,
1990-07-23,11.49810791015625,5.941262722015381
1990-07-24,11.565747261047363,5.950736999511719
1990-07-25,12.3097505569458,5.941262722015381
1990-07-26,12.3097505569458,6.0454936027526855
1990-07-27,12.715559005737305,6.017067909240723
1990-07-28,,
1990-07-29,,
1990-07-30,12.3097505569458,5.893883228302002
1990-07-31,12.715559005737305,5.8370280265808105
1990-08-01,12.986106872558594,5.846505165100098
1990-08-02,12.580280303955078,5.761225700378418
1990-08-03,12.3097505569458,5.770699501037598
1990-08-04,,
1990-08-05,,
1990-08-06,11.76865291595459,5.47695255279541
1990-08-07,10.821752548217773,5.524333477020264
1990-08-08,11.092293739318848,5.704372406005859
1990-08-09,10.821752548217773,5.808599472045898
1990-08-10,11.092293739318848,5.761225700378418
1990-08-11,,
1990-08-12,,
1990-08-13,11.092293739318848,5.799129962921143
1990-08-14,11.024657249450684,5.874931335449219
1990-08-15,10.821752548217773,5.979162693023682
1990-08-16,11.227561950683594,5.704372406005859
1990-08-17,11.227561950683594,5.55275821685791
1990-08-18,,
1990-08-19,,
1990-08-20,11.074440956115723,5.55275821685791
1990-08-21,11.074440956115723,5.344290733337402
1990-08-22,11.074440956115723,5.154782772064209
1990-08-23,10.664273262023926,4.993692398071289
1990-08-24,10.732638359069824,5.28743839263916
1990-08-25,,
1990-08-26,,
1990-08-27,10.937711715698242,5.53380823135376
1990-08-28,10.937711715698242,5.543285846710205
1990-08-29,10.937711715698242,5.694894790649414
1990-08-30,11.074440956115723,5.5622334480285645
1990-08-31,10.937711715698242,5.694894790649414
1990-09-01,,
1990-09-02,,
1990-09-03,,
1990-09-04,10.937711715698242,5.64751672744751
1990-09-05,11.211160659790039,5.742271900177002
1990-09-06,11.211160659790039,5.571710109710693
1990-09-07,10.800994873046875,5.742271900177002
1990-09-08,,
1990-09-09,,
1990-09-10,11.211160659790039,5.7021565437316895
1990-09-11,10.937711715698242,5.75946569442749
1990-09-12,10.937711715698242,5.845430374145508
1990-09-13,10.800994873046875,5.730809688568115
1990-09-14,10.664273262023926,5.673506259918213
1990-09-15,,
1990-09-16,,
1990-09-17,10.664273262023926,5.558884143829346
1990-09-18,10.390832901000977,5.472924709320068
1990-09-19,10.390832901000977,5.358309745788574
1990-09-20,9.980672836303711,5.215039253234863
1990-09-21,9.843945503234863,5.100421905517578
1990-09-22,,
1990-09-23,,
1990-09-24,9.843945503234863,4.957152843475342
1990-09-25,9.570504188537598,5.043112277984619
1990-09-26,9.843945503234863,5.043112277984619
1990-09-27,9.570504188537598,5.071765899658203
1990-09-28,9.843945503234863,5.272347450256348
1990-09-29,,
1990-09-30,,
